time,open,high,low,close,tick_volume,spread,real_volume,volume
2024.02.02 12:00,17608.39,17642.39,17465.39,17590.14,39578.0,0,0,
2024.02.02 16:00,17589.14,17755.44,17547.54,17728.18,66988.0,0,0,
2024.02.02 20:00,17727.88,17774.61,17727.57,17729.63,28705.0,0,0,
2024.02.05 00:00,17694.23,17726.33,17663.5,17677.07,20805.0,0,0,
2024.02.05 04:00,17677.2,17703.61,17672.33,17694.08,12380.0,0,0,
2024.02.05 08:00,17693.97,17725.13,17673.88,17717.65,20882.0,0,0,
2024.02.05 12:00,17717.93,17738.43,17675.92,17704.18,30165.0,0,0,
2024.02.05 16:00,17690.38,17721.69,17554.14,17696.44,60677.0,0,0,
2024.02.05 20:00,17696.4,17743.63,17673.08,17702.63,31432.0,0,0,
2024.02.06 00:00,17698.27,17730.37,17692.57,17723.46,11718.0,0,0,
2024.02.06 04:00,17723.38,17751.04,17722.59,17736.33,12563.0,0,0,
2024.02.06 08:00,17736.34,17767.68,17715.15,17735.94,22421.0,0,0,
2024.02.06 12:00,17735.92,17766.93,17651.43,17653.64,33376.0,0,0,
2024.02.06 16:00,17653.42,17662.69,17560.89,17630.4,64502.0,0,0,
2024.02.06 20:00,17629.89,17667.28,17562.07,17649.38,31523.0,0,0,
2024.02.07 00:00,17645.21,17710.76,17644.87,17685.82,13906.0,0,0,
2024.02.07 04:00,17685.78,17688.82,17629.32,17647.29,12014.0,0,0,
2024.02.07 08:00,17647.82,17683.15,17631.4,17661.43,16581.0,0,0,
2024.02.07 12:00,17661.44,17778.18,17653.14,17745.67,31614.0,0,0,
2024.02.07 16:00,17745.4,17874.69,17725.38,17851.64,61587.0,0,0,
2024.02.07 20:00,17851.63,17865.63,17830.07,17856.25,26783.0,0,0,
2024.02.08 00:00,17852.82,17857.33,17835.02,17845.76,10795.0,0,0,
2024.02.08 04:00,17845.53,17856.86,17842.38,17854.61,7983.0,0,0,
2024.02.08 08:00,17854.26,17861.94,17822.93,17837.9,14653.0,0,0,
2024.02.08 12:00,17837.64,17851.43,17793.08,17850.14,29531.0,0,0,
2024.02.08 16:00,17850.63,17895.9,17823.88,17868.13,54289.0,0,0,
2024.02.08 20:00,17868.19,17878.58,17827.07,17859.91,25275.0,0,0,
2024.02.09 00:00,17853.75,17876.88,17851.87,17860.33,11054.0,0,0,
2024.02.09 04:00,17860.24,17870.75,17859.32,17861.2,5903.0,0,0,
2024.02.09 08:00,17861.28,17925.94,17861.28,17913.44,16842.0,0,0,
2024.02.09 12:00,17913.9,17970.68,17874.65,17939.39,31678.0,0,0,
2024.02.09 16:00,17939.69,18044.39,17922.43,18038.15,51730.0,0,0,
